메뉴명,조리방법,요리종류,중량(1인분),열량,탄수화물,단백질,지방,나트륨,해쉬태그,이미지경로(소),이미지경로(대),재료정보,레시피
해초갈비찜,끓이기,반찬,,288.6,5.2,31.1,16,604.7,갈비,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00331_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00331_1.png,"홍고추, 생강청, 찜갈비, 다진대파, 올리고당, 후추, 감자, 대추, 당근, 메추리알, 양념장, 참기름, 다진마늘, 맛간장, 통깨, 마른미역줄기, 청고추, 양파","1. 갈비는 핏물을 빼주고 뜨거운 물에 80% 이상
데쳐준 뒤 갈비와 감자를 물을 자작하게 넣고
청주, 생강청을 넣고 푹 삶아준다. 
2. 양파, 청고추, 홍고추는 먹기 좋게 썰어준다. 
3. 마른미역줄기는 냉수에 행군 뒤 물기를 빼준다. 
4. 양념장을 바글바글 끓여준다. 
5. 끓고 있는 양념장에 삶아진 갈비, 감자, 당근
순으로 끓이다 메추리알을 넣고 졸여준다. 
6. 마지막에 미역줄기를 넣고 볶아주는 형식으로
갈비찜을 완성한다.              "
버섯곤드레밥,끓이기,밥,,250.2,45.6,8.8,3.7,196.6,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00332_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00332_1.png,"두부, 건곤드레, 다진대파, 다진청고추, 느타리버섯, 참기름, 통깨, 비빔장, 다진마늘, 된장, 다진홍고추, 쌀","1. 곤드레는 뜨거운 물에 데쳐낸 뒤 깨끗하게
헹구고 송송 썰어준다. 
2. 두부의 물기를 짜 준다. 
3. 양념장 재료와 물기를 짠 두부로 양념장을
만들어준다. 
4. 느타리버섯은 뜨거운 물에 데쳐낸 후 수분을
빼 가늘게 찢어준다. 
5. 냄비에 참기름을 두르고 곤드레를 볶다가 쌀을
넣고 밥을 해준다. 
6. 뜸을 들일 때 느타리버섯을 올려주어 밥을
완성한다.              "
바다향이 풍부한 전복죽,끓이기,밥,,220.4,34.1,8.7,5.5,95.8,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00333_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00333_1.png,"흰후추, 흑임자, 건조미역, 당근, 참기름, 청주, 전복, 찹쌀","1. 찹쌀은 불려주고 전복은 손질해 내장과 분리해
준 뒤 청주를 넣어서 전복 내장을 믹서에
갈아준다. 
2. 전복 몸에 칼집을 내준 후 참기름을 두른 팬에
구워준다. 
3. 당근과 미역은 송송 잘라준다. 
4. 전복내장을 먼저 참기름에 충분히 볶아준다. 
5. 내장을 볶아주다가 불린 찹쌀을 넣고 충분히
볶아준다. 
6. 죽이 완성될 때 당근, 미역을 넣고 죽을 끓여
주고 전복은 고명으로 올려준다.              "
주꾸미연포탕,끓이기,국&찌개,,90.3,6.9,12.3,1.5,280.6,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00334_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00334_1.png,"해물육수, 단호박, 청양고추, 흰후추, 무, 미나리, 국물, 대파, 마늘, 주꾸미, 청고추, 양파","1. 주꾸미는 세척해 물기를 빼준다. 
2. 무와 단호박은 먹기 좋게 썰어준다. 
3. 청고추, 미나리, 양파를 먹기 좋게 썰어준다. 
4. 청양 고추를 어슷하게 썰고 마늘은 편으로 썰어
국물을 끓여준다. 
5. 국물이 만들어지면 무, 단호박을 넣고 끓여준다. 
6. 국물에 대파를 넣어주고 모든 재료를 넣어
완성한다.              "
함초소고기말이,굽기,반찬,,360.9,11.4,16.3,27.8,269.5,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00335_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00335_1.png,"허브식초, 홍고추, 마늘기름, 노란색파프리카, 연겨자, 소스, 무순, 함초, 쇠고기구이용, 버섯마늘소금, 맛간장, 알마늘, 양파","1. 파프라카, 양파, 홍고추는 가늘게 채 썰어준다. 
2. 함초는 세척 후 먹기 좋게 손질해 준다. 
3. 무순을 물 속에 담가준다. 
4. 편으로 썰어준 소고기에 채 썰어준 채소와
함초를 꼭 싸 말아준다. 
5. 마늘은 편으 로 썰 어 마늘기름에 한 번
구워준다. 
6. 구운 마늘을 깔고 말아준 고기를 굽는다.              "
묵계밥,끓이기,밥,,227.9,43.7,7,2.8,82.3,가슴살,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00336_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00336_1.png,"검정깨묵 각각, 도토리묵, 계란, 콩나물, 흰후추, 국물, 귀리밥, 마늘, 올방개묵, 대파, 버섯마늘소금, 맛간장, 닭가슴살, 양파","1. 닭가슴살을 이용해 국물을 만든다. 
2. 닭가슴살은 먹기 좋게 찢어 흰 후추, 버섯마늘
소금으로 밑간을 해준다. 
3. 콩나물은 머리를 떼어내고 데쳐준다. 
4. 계란은 황백지단으로 부친 후 채 썰어준다. 
5. 3종류의 묵은 먹기 좋은 크기로 썰어준다. 
6. 그릇에 밥을 담고 콩나물을 올리고 3종류의
묵을 올린 후 계란으로 고명해 완성한다.              "
근채류주먹밥,볶기,밥,,117.3,25.2,2.4,0.8,11.3,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00337_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00337_1.png,"마늘기름, 연근, 감자, 당근, 오이, 참기름, 맛간장, 통깨, 함초소금, 쌀, 우엉, 청고추, 양파","1. 쌀을 깨끗하게 씻은 후에 쌀뜨물은 따로
보관하고 불려준 쌀로 밥을 해주고 접시에
펼쳐 식혀준다. 
2. 우엉과 연근, 감자는 송송 다져준 후 아린 맛을
빼기위해 물에 담가준다. 
3. 우엉과 연근, 감자는 물기를 빼고 볶아준다. 
4. 청고추, 양파, 당근은 송송 다져서 함께
볶아준 뒤, 함초 소금을 이용해 1차 간을
해준다. 
5. 그 릇 에 모 든 재 료 를 넣 고 오 니 기 리 를
만들어준다. 
6. 그릇에 담아 완성한다.              "
단호박약식,찌기,밥,,152.2,33.1,3.1,0.8,64.7,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00338_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00338_1.png,"양념장, 대추, 참기름, 미니 단호박, 계피가루, 크린베리, 맛간장, 밤, 찹쌀","1. 단 호박은 속을 파 준다. 
2. 찹쌀은 물에 불려준다. 
3. 밤은 먹기 좋게 잘라서 물에 담가준다. 
4. 대추는 씨를 제거하고 먹기 좋게 잘라준다. 
5. 양념장을 만들어 먼저 쌀과 밤을 재워준 후
찰밥을 만든다. 
6. 단호박 속에 찰밥을 넣어서 찜기에 쪄준다.              "
달콤스테이크,굽기,반찬,,175.1,8.7,19.2,7.1,147.7,채끝,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00339_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00339_1.png,"레드와인  망고, 딸기잼, 설탕, 시금치, 볶은소금 , 소스, 당근, 감자, 후추, 다진양파, 레몬즙, 무염버터, 소 채끝살","1. 망고는 손질 후 버터로 살짝 볶고 레드와인을
넣고 졸이다가 믹서로 갈아주고 딸기잼으로
간과 농도를 맞추어 레드와인 소스를 만든다. 
2. 소 채끝살은 손질 후 만들어진 레드와인 소스에
마리네이드 해준다. 
3. 감자는 껍질을 제거 후 먹기 좋은 크기로 잘라서
뜨거운 물에 데쳐내 버터에 볶아준다. 당근은
먹기좋은 크기로 잘라 뜨거운 물에 데쳐 버터
에 볶아주고, 시금치도 데친 후 수분을 제거하
고 버터에 볶는다. 
4. 마리네이드 한 고기를 구워준다. 
5. 마리네이드 하고 남은 망고소스를 다시 팬에
졸여 소스를 만든다. 
6. 접시에 준비된 채소와 안심을 담고 소스를
뿌려 완성한다.              "
삼색샌드위치,기타,일품,,356.4,47.9,14.1,12.4,497.3,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00441_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00441_1.png,"어린이치즈, 올리고당, 소금, 식빵, 양상추, 감자, 당근, 오이, 달걀, 토마토, 양파","1. 식빵은 가장 자리를 잘라 밀대를 이용
하여 얇게 밀어 준비한다. 
2. 감자는 삶은 뒤 곱게 으깨어 올리고당을
넣고 골고루 섞는다. 
3. 달걀은 약 13분 정도 삶아 껍질을
벗기고, 반으로 갈라 썰어놓는다. 
4. 당근과 양파 오이도 얇게 썰어놓는다. 
5. 토마토는 포를 떠서 준비한다. 
6. 으깬 감자(②)에 준비한 달걀(③)과
채소(④)를 넣고 소금을 약간 넣은 뒤
골고루 섞어, 밀어 놓은 식빵에 토마토,
치즈, 양상추와 함께 넣어 돌돌 말아
완성한다.              "
황태탕수육,튀기기,반찬,,274.4,13.2,17.1,17,365.3,저염간장,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00442_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00442_1.png,"삼색분말, 녹말가루, 설탕, 파프리카, 찹쌀가루, 소스, 당근, 달걀, 오이, 튀김기름, 저염간장, 밀가루, 물녹말, 황태채, 식초, 파인애플, 양파","1. 황태는 가위로 약 3cm 길이로 잘라
스프레이로 물기를 준다. 
2. 밀가루를 세 군데로 나눠 각각 찹쌀
가루와 녹말가루, 삼색 가루를 넣어
세 가지의 색을 만든다. 
3. 만들어 놓은 밀가루에 달걀을 넣어
골고루 섞는다. 
4. 튀김 반죽(③)에 황태(①)를 넣어
섞은 후, 튀김 기름 170℃ 의 온도에서
약 1분 정도 튀겨 기름을 빼 놓는다. 
5. 파프리카는 속씨를 제거하고, 양파와
당근, 오이, 파인애플과 함께 썰어 준비
한다. 
6. 저염간장에 설탕과 식초를 넣어 골고루
섞은 후 냄비에서 바글바글 끓이다가
물녹말을 넣고, 썰어놓은 채소를 넣어
한 번 더 끓인 후 황태 탕수육(④)에
곁들여 완성한다.              "
밥핫도그,튀기기,밥,,828.9,74,22.1,49.4,774.5,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00443_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00443_1.png,"달걀흰자, 나무막대기, 밥, 소금, 파프리카, 감자, 빵가루, 튀김기름, 밀가루, 소시지, 달걀","1. 소시지는 먹기 좋은 크기로 썰어 나무
막대기에 꽂아놓는다. 
2. 파프리카는 작게 다져 준비한다. 
3. 으깬 감자를 준비된 밥과 함께 골고루
섞는다. 
4. 으깬 감자를 다시 준비된 밥과 함께
소금을 조금 넣고 골고루 섞는다. 
5. 밥과 감자가 잘 섞어지면, 다시 다져진
파프리카를 넣고 섞어준다. 
6. 막대기에 밀가루를 살짝 바르고, 소시
지에 반죽(⑤)을 감싸듯 손으로 둥글게
말아 밀가루와, 달걀물, 빵가루 순서로
입혀 튀김 기름 170℃의 온도에서
약 2분 정도 튀긴 후 기름을 제거하여
완성한다.              "
스테이크카나페,굽기,반찬,,458.7,15.7,30.6,30.6,312.5,소등심,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00444_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00444_1.png,"로즈마리, 설탕, 소금, 파프리카, 후춧가루, 소스, 마늘, 가지, 소등심, 사과, 발사믹소스, 토마토, 애호박, 양파","1. 소등심은 소금과 후춧가루, 로즈마리를
뿌려 약 30분 이상 숙성을 시킨다. 
2. 애호박은 동그랗게 자르고, 양파는 형태
그대로 떼어내고, 가지는 직사각형으로
잘라 준비한다. 
3. 파프리카는 속을 파내고 작은 사각으로
자르고, 토마토는 씨를 제거하고
네모지게 잘라 준비해 놓는다. 
4. 사과는 껍질을 깨끗이 씻어 길쭉하게
썰어놓는다. 
5. 발사믹소스에 설탕과 마늘을 넣고 썰어
놓은 사과채를 넣어 잘 섞은 후 바글바글
끓여 소스를 만들어놓는다. 
6. 팬이 따끈해지면, 호박과 양파, 가지를
구워 내고, 팬에 소등심을 앞뒤로 구워
먹기 좋은 크기로 자른 뒤 구워 놓은
양파와 호박, 가지에 각각 올리고,
끓여놓은 소스와 파프리카, 토마토를
얹어 완성한다.              "
꽃밥,볶기,밥,,480.7,56.8,23.2,173.9,272.6,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00445_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00445_1.png,"견과류, 설탕, 라이스페퍼, 토마토, 양파, 시금치, 마늘, 참기름, 통깨, 달걀, 고구마, 두부, 소금, 맛술, 당근, 돼지고기, 후춧가루, 대파, 저염간장","1. 당근은 채를 곱게 썰어 준비한다. 
2. 달걀은 노란자와 흰자로 나눠 각각
지단을 부쳐 약 5cm 길이로 채를
썰어놓는다. 
3. 시금치는 끓는 물에 소금을 넣고 파랗게
데쳐 물기를 제거하고 무쳐놓는다. 
4. 돼지고기는 마늘, 파, 설탕, 맛술, 간장,
후춧가루, 통깨, 참기름을 넣고 30분간
숙성시킨 뒤 팬에 볶아서 준비한다. 
5. 고구마는 삶아 으깨고, 두부는 소창에
물기를 짜고, 토마토와 양파, 견과류는
입자있게 다져섞는다. 
6. 라이스 페이퍼를 따뜻한 물에 담궜
다가 바로 꺼내어 으깬 고구마(⑤)를
먼저 깔고, 그 위에 준비한 재료(②,
③, ④)를 올려 돌돌 말은 뒤 먹기 좋은
크기로 썰어 완성한다.              "
버섯만두찜,찌기,반찬,,301.8,34.5,17.8,10.3,382.2,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00446_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00446_1.png,"시금치가루, 호박가루, 두부, 표고버섯, 소금, 새우, 새송이버섯, 양송이버섯, 물, 마늘, 우유, 식용유, 밀가루, 생크림, 백년초가루, 양파","1. 밀가루를 세 개로 나눠 호박가루와
백년초가루, 시금치가루를 각각 넣고
물, 식용유, 소금을 넣어 반죽 한 후
비닐봉지에 담아 1~2시간 정도 숙성
시킨다. 
2. 양파, 마늘, 버섯들은 입자있게 다져
준비한다. 
3. 두부는 소창을 이용하여 물기를 짜낸다. 
4. 새우는 껍질과 내장을 제거하고 다져,
마늘을 넣고 골고루 섞어준다. 
5. 다진 채소(②), 으깬 두부(③), 새우
(④)를 넣고 섞어서 만두소를 만들어
준다. 
6. 숙성된 만두 반죽(①)을 얇게 밀어
꽃 모양으로 찍어 만두소(⑤)를 넣은
뒤, 반죽을 맞잡아 모양을 만든다.
우유와 생크림을 끓인 뒤 만들어 놓은
만두를 넣고 은근히 찜을 하듯이 익혀
완성한다.              "
떡갈비주먹밥,굽기,밥,,557.1,63.1,29,21,462.3,다짐육,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00447_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00447_1.png,"떡볶이떡, 밥, 시금치, 올리고당, 찹쌀가루, 후춧가루, 맛술, 대파, 새송이버섯, 당근, 마늘, 생크림, 저염간장, 다진소고기, 다진돼지고기, 식용유, 양파","1. 소고기와 돼지고기에 찹쌀가루와 밥을
넣고 골고루 섞는다. 
2. 섞여진 고기(1)에 파와 후춧가루, 간장,
맛술, 생크림을 넣고 다시 잘 섞어 30분
이상 숙성을 시킨다. 
3. 새송이버섯은 다지고, 시금치는 뜨거운
물에 데쳐 물기를 제거하고 잘게 다지고,
당근도 다져 준비한다. 
4. 양파와 마늘은 다져서 볶아 준비해
놓는다. 
5. 떡볶이 떡은 뜨거운 물에 잠시 담그어
부드러워지면 꺼내서 잘게 다진다. 
6. 숙성된 고기(②)에 다진 채소(③)와 볶은
마늘과 양파(④), 떡볶이떡(⑤)을 넣고
섞이도록 치댄 후 작은 떡갈비 모양을
만들어 팬에 기름을 두르고, 앞뒤를 돌려
가며 익힌 후, 냄비에 간장과 올리고당을
넣고 끓이다가, 익힌 떡갈비를 넣고 자작
하게 졸여 완성한다.              "
홍합죽,끓이기,밥,,160.9,28.9,7.1,1.9,42,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00448_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00448_1.png,"다시마, 표고버섯, 홍합, 당근, 건새우, 참기름, 육수, 쌀, 양파","1. 쌀은 깨끗이 씻어 약 30분 이상 불려
물기를 빼고 절구에 빻아놓는다. 
2. 냄비에 물을 넣고, 다시마와 건새우 반을
넣고 끓여 간단한 육수를 만들어 놓는다. 
3. 건새우 반은 다져서 따로 준비하고,
양파와 당근은 입자있게 다지고, 버섯을
편으로 썰어 준비한다. 
4. 홍합은 끓는 물에 소금을 넣고 데쳐
껍질을 제거해 놓는다. 
5. 냄비에 참기름을 넣고 빻아 놓은 쌀을
넣어 은근히 볶는다. 
6. 볶은 쌀(⑤)에 육수(②)를 붓고
끓이다가 양파, 당근, 버섯(③)과
홍합(④)을 넣고 어우러지게 나무
주걱으로 저어가면 끓이다가 죽이
다 익을 때쯤 다져 놓은 건새우
(③)를 넣고 한 번 더 끓인 후 완성
한다.              "
샐러드돈가스,튀기기,반찬,,422.5,20.5,15.7,30.8,269.9,돼지등심,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00449_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00449_1.png,"정종, 양상추, 소금, 후춧가루, 소스, 삶은 달걀, 달걀, 우유, 빵가루, 튀김기름, 방울토마토, 마요네즈, 밀가루, 곁들임채소, 피클, 돼지등심, 어린잎채소, 파슬리가루","1. 우유에 등심을 넣어 30분간 재워 놓은
뒤, 후춧가루, 정종을 발라 1시간 이상
숙성시킨다. 
2. 방울토마토는 반으로 잘라 준비한다. 
3. 양상추는 먹기 좋은 크기로 찢어 놓는다. 
4. 피클은 입자 있게 다져 준비한다. 
5. 숙성시킨 등심(①)은 물기를 제거하고,
먹기 좋은 크기로 썰어 밀가루, 달걀물,
빵가루 순으로 입혀, 튀김 기름
170~180℃ 온도에 약 3분 정도 튀긴
후 기름을 빼 놓는다. 
6. 삶은 달걀은 다지고 피클(④)에
마요네즈를 넣어 섞어 샐러드 소스를
만들고, 접시에 양상추를 깔고 그 위에
어린잎채소, 돈가스(⑤)와 방울토마토
(②)를 올려 소스와 함께 완성한다.              "
조개크림파스타,끓이기,일품,,224.2,36.2,10.9,4,102.5,스파게티면,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00450_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00450_1.png,"버터, 스파게티, 소금, 새우, 양송이, 마늘, 물, 우유, 조개, 밀가루, 생크림, 올리브오일, 육수, 파슬리가루, 양파","1. 스파게티는 끓는 물에 소금을 넣고 약
10분 정도 삶아 건져 올리브 오일에
살짝 발라 준비한다. 
2. 양송이는 껍질을 벗겨 편으로 썰어
놓는다. 
3. 마늘과 양파는 굵게 다져놓는다. 
4. 조개는 끓는 물에 데쳐 해감을 씻고,
삶은 물을 소창에 걸러 육수를 만들어
놓는다. 
5. 냄비에 버터를 넣고, 다진 마늘과
양파를 넣어 볶다가 밀가루를 넣고
은근히 볶는다. 
6. 볶고 있는 채소(⑤)에 육수(④)를 부어
한소끔 끓인 뒤, 우유와 생크림을 넣고
다시 끓으면 새우와 삶은 조개를 넣고
살짝 끓인 후, 삶아놓은 스파게티면
(①)을 넣고 한 번 더 끓이고 그 위에
파슬리 가루를 살짝 뿌려 완성한다.              "
